VAARWATER;BENAM_COD;BENAMING;S57_ID;INBEDRIJF;X_RD;Y_RD;OBJ_SOORT;IALA_CAT;N_WGS_GMS;E_WGS_GMS;N_WGS_GM;E_WGS_GM;OBJ_VORM_C;OBJ_VORM;OBJ_KLEUR_C;OBJ_KLEUR;KLEURPATR_C;KLEURPATR;V_TT_C;TT_TOPTEK;TT_KLEUR_C;TT_KLEUR;TT_PAT_C;TT_KLR_PAT;SIGN_KAR_C;SIGN_KAR;SIGN_GR_C;SIGN_GROEP;SIGN_PERIO;RACON_CODE;LICHT_KL_C;LICHT_KLR;OPGEHEVEN;X_WGS84;Y_WGS84
VELUWEMEER RECREATIE (RANDMEREN);VW-VMRR -0181;VMR 42;1551;01.01.2005;175308,2082;489404,9016;REC;4;52.23.31.63;005.41.07.97;52.23.5271;005.41.1329;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.68554722;52.39211944
VELUWEMEER RECREATIE (RANDMEREN);VW-VMRR -0182;VMR 44;1551;01.01.2005;175115,3704;489286,1682;REC;4;52.23.27.81;005.40.57.75;52.23.4635;005.40.9625;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.68270833;52.39105833
VELUWEMEER RECREATIE (RANDMEREN);VW-VMRR -0183;VMR 46;1551;01.01.2005;174919,5840;489164,8343;REC;4;52.23.23.91;005.40.47.37;52.23.3985;005.40.7895;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.679825;52.389975
VELUWEMEER RECREATIE (RANDMEREN);VW-VMRR -0184;VMR 48;1551;01.01.2005;174723,8910;489046,1049;REC;4;52.23.20.09;005.40.37.00;52.23.3349;005.40.6166;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.67694444;52.38891389
VELUWEMEER RECREATIE (RANDMEREN);VW-VMRR -0185;VMR 50;1551;01.01.2005;174528,2903;488930,3507;REC;4;52.23.16.37;005.40.26.63;52.23.2729;005.40.4438;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.67406389;52.38788056
VELUWEMEER RECREATIE (RANDMEREN);VW-VMRR -0186;VMR 52;1551;01.01.2005;174344,1097;488822,4379;REC;4;52.23.12.91;005.40.16.87;52.23.2151;005.40.2811;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.67135278;52.38691944
VELUWEMEER RECREATIE (RANDMEREN);VW-VMRR -0187;VMR 54;1551;01.01.2005;174145,6647;488704,0917;REC;4;52.23.09.10;005.40.06.35;52.23.1517;005.40.1058;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.66843056;52.38586111
VELUWEMEER RECREATIE (RANDMEREN);VW-VMRR -0188;VMR 56;1551;01.01.2005;173952,5661;488579,8399;REC;4;52.23.05.11;005.39.56.11;52.23.0851;005.39.9352;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.66558611;52.38475278
VELUWEMEER RECREATIE (RANDMEREN);VW-VMRR -0189;VMR 58;1551;01.01.2005;173754,2055;488464,1061;REC;4;52.23.01.39;005.39.45.60;52.23.0231;005.39.7600;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.66266667;52.38371944
VELUWEMEER RECREATIE (RANDMEREN);VW-VMRR -0190;VMR 60;1551;01.01.2005;173559,8024;488349,6934;REC;4;52.22.57.71;005.39.35.30;52.22.9618;005.39.5883;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.65980556;52.38269722
[WANTIJ]VLAKTE VAN KERKEN;VW-WVK  -0103;WVK 4;1103;01.01.2005;126536,0673;571054,1265;REC;4;53.07.31.80;004.57.43.20;53.07.5300;004.57.7200;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.962;53.1255
[WANTIJ]VLAKTE VAN KERKEN;VW-WVK  -0104;WVK 6;1103;01.01.2005;126783,2502;571349,4462;REC;4;53.07.41.40;004.57.56.40;53.07.6900;004.57.9400;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.96566667;53.12816667
[WANTIJ]VLAKTE VAN KERKEN;VW-WVK  -0105;WVK 8;1103;01.01.2005;127064,0837;571681,6801;REC;4;53.07.52.20;004.58.11.40;53.07.8700;004.58.1900;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.96983333;53.13116667
VINGEGAT;VW-V    -0109;V 7;1041;01.01.2005;162449,8292;590119,7222;SK21 900;4;53.17.51.06;005.29.56.20;53.17.8510;005.29.9366;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.49894444;53.29751667
VINGEGAT;VW-V    -0110;V 11A-K 40;1321;01.01.2005;163651,8586;589699,7547;SK21 900;4;53.17.37.41;005.31.01.06;53.17.6235;005.31.0176;5;spar;4,3,4;Groen/rood/groen;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.51696111;53.293725
VINGEGAT;VW-V    -0111;V 15;1041;01.01.2005;164019,8029;590599,6816;SK31 630;4;53.18.06.50;005.31.21.01;53.18.1083;005.31.3502;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.52250278;53.30180556
VINGEGAT;VW-V    -0113;V 17;1041;01.01.2005;164339,8042;590889,8427;SK31 630;4;53.18.15.86;005.31.38.32;53.18.2644;005.31.6387;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.52731111;53.30440556
VINGEGAT;VW-V    -0114;V 19;1041;01.01.2005;164799,7833;591274,7236;SK31 630;4;53.18.28.28;005.32.03.20;53.18.4714;005.32.0534;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.53422222;53.30785556
VINGEGAT;VW-V    -0115;V 21;1041;01.01.2005;165229,7688;591624,7132;SK31 630;4;53.18.39.58;005.32.26.47;53.18.6596;005.32.4411;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.54068611;53.31099444
VINGEGAT;VW-V    -0116;V 23;1041;01.01.2005;165714,8445;591949,8235;SK31 630;4;53.18.50.06;005.32.52.70;53.18.8343;005.32.8784;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.54797222;53.31390556
VINGEGAT;VW-V    -0117;V-KL 3;3603;01.01.2005;166399,7534;592524,7533;SK31 630;4;53.19.08.60;005.33.29.77;53.19.1434;005.33.4962;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.55826944;53.31905556
VINGEGAT;VW-V    -0119;V 25;1041;01.01.2005;166139,8042;592304,7072;SK31 630;4;53.19.01.51;005.33.15.70;53.19.0251;005.33.2617;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.55436111;53.31708611
VINGEGAT;VW-V    -0120;V 27;1041;01.01.2005;166559,8118;592844,7365;SK31 630;4;53.19.18.94;005.33.38.46;53.19.3157;005.33.6410;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.56068333;53.32192778
VINGEGAT;VW-V    -0121;V 29;1041;01.01.2005;166969,8177;593349,7211;SK31 630;4;53.19.35.24;005.34.00.68;53.19.5874;005.34.0113;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.56685556;53.32645556
VINGEGAT;VW-V    -0122;ABT;1041;01.01.2005;167299,7247;593749,7331;SK31 630;4;53.19.48.16;005.34.18.56;53.19.8026;005.34.3093;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.57182222;53.33004444
VINGEGAT;VW-V    -0124;V-WNB;5541;01.01.2005;0,0000;0,0000;SK22 900;4;53.18.16.27;005.29.11.05;53.18.2712;005.29.1842;5;spar;6;Geel;#;Niet toegewezen;5;Cilinder;3,1,3;Rood/wit/rood;1;Horizontaal;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.48640278;53.30451944
VINGEGAT;VW-V    -0125;V 5A;1041;01.01.2005;162299,7798;590649,8033;SK21 900;4;53.18.08.21;005.29.48.14;53.18.1369;005.29.8023;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.49670556;53.30228056
VINGEGAT;VW-V    -0129;V 13;1041;01.06.2012;163849,7659;590074,8026;SK21 900;4;53.17.49.53;005.31.11.78;53.17.8255;005.31.1963;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.51993889;53.29709167
VINGEGAT;VW-V    -0131;V 9A;1041;01.01.2005;163044,7599;589479,8215;SK21 900;4;53.17.30.33;005.30.28.26;53.17.5055;005.30.4710;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.50785;53.29175833
WIELINGEN;VW-W    -0106;STEEN;2001;01.01.2005;0,0000;0,0000;SK11 1200;4;51.24.12.29;003.27.57.24;51.24.2048;003.27.9540;5;spar;2,6;Zwart/geel;1;Horizontaal;13;2 Kegels, punten naar boven;2;Zwart;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.4659;51.40341389
WIELINGEN;VW-W    -0107;W 5;1005;01.01.2005;0,0000;0,0000;L12 12,5M3;3;51.24.18.40;003.24.30.04;51.24.3067;003.24.5007;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;4;#;4;Groen;#;3.40834444;51.40511111
WIELINGEN;VW-W    -0109;W 2;1105;01.01.2005;0,0000;0,0000;L12 12,5M3;3;51.24.42.91;003.21.33.56;51.24.7152;003.21.5593;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;8;#;3;Rood;#;3.35932222;51.41191944
WIELINGEN;VW-W    -0110;W 7;1005;01.01.2005;0,0000;0,0000;LK3000 MM.;3;51.24.36.40;003.27.16.27;51.24.6067;003.27.2712;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;8;#;4;Groen;#;3.45451944;51.41011111
WIELINGEN;VW-W    -0111;W 4;1105;01.01.2005;0,0000;0,0000;L12 12,5M3;3;51.24.54.68;003.24.23.91;51.24.9113;003.24.3985;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;4;#;3;Rood;#;3.40664167;51.41518889
WIELINGEN;VW-W    -0112;W 9;1005;01.01.2005;0,0000;0,0000;LK3000 MM.;3;51.24.57.31;003.30.26.03;51.24.9552;003.30.4338;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;4;#;4;Groen;#;3.50723056;51.41591944
WIELINGEN;VW-W    -0113;W 6;1105;01.01.2005;0,0000;0,0000;L12 12,5M3;3;51.25.06.16;003.27.11.08;51.25.1027;003.27.1847;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;8;#;3;Rood;#;3.45307778;51.41837778
WIELINGEN;VW-W    -0114;W 8;1105;01.01.2005;0,0000;0,0000;L12 12,5M3;3;51.25.28.97;003.30.16.44;51.25.4828;003.30.2740;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;4;#;3;Rood;#;3.50456667;51.42471389
WAARDGRONDEN;VW-WG   -0105;WG-E;3609;16.07.2015;162062,2080;598558,9705;SK32 630;4;53.22.24.06;005.29.35.94;53.22.4010;005.29.5990;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.49331667;53.37335
WAARDGRONDEN;VW-WG   -0106;WG-F;3609;16.07.2015;162527,3638;598191,1049;SK32 630;4;53.22.12.14;005.30.01.07;53.22.2023;005.30.0178;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.50029722;53.37003889
WAARDGRONDEN;VW-WG   -0107;WG-G;3609;16.07.2015;162913,0841;597864,7032;SK32 630;4;53.22.01.56;005.30.21.90;53.22.0260;005.30.3650;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.50608333;53.3671
WAARDGRONDEN;VW-WG   -0108;WG-H;3609;16.07.2015;163322,5005;597341,0096;SK32 630;4;53.21.44.60;005.30.43.99;53.21.7433;005.30.7332;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.51221944;53.36238889
WAARDGRONDEN;VW-WG   -0109;WG-I;5109;16.07.2015;163732,9369;596915,4790;SK32 630;4;53.21.30.81;005.31.06.14;53.21.5135;005.31.1024;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.51837222;53.35855833
WAARDGRONDEN;VW-WG   -0110;WG-J;5109;16.07.2015;164253,7345;596674,7609;SK32 630;4;53.21.22.99;005.31.34.28;53.21.3832;005.31.5713;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.52618889;53.35638611
WAARDGRONDEN;VW-WG   -0111;WG-K;5109;16.07.2015;164784,2746;596417,0542;SK32 630;4;53.21.14.62;005.32.02.93;53.21.2437;005.32.0489;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.53414722;53.35406111
WAARDGRONDEN;VW-WG   -0112;WG-L;3609;16.07.2015;165404,8101;596396,6601;SK32 630;4;53.21.13.92;005.32.36.48;53.21.2320;005.32.6080;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.54346667;53.35386667
WAARDGRONDEN;VW-WG   -0113;WG-M;3609;16.07.2015;165977,7743;596409,8112;SK32 630;4;53.21.14.30;005.33.07.46;53.21.2384;005.33.1243;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.55207222;53.35397222
WAARDGRONDEN;VW-WG   -0114;WG-N;3609;16.07.2015;166538,6799;596636,1326;SK32 630;4;53.21.21.58;005.33.37.81;53.21.3597;005.33.6302;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.56050278;53.35599444
WAARDGRONDEN;VW-WG   -0115;WG-O;3609;13.07.2016;167030,2990;596990,3356;SK32 630;4;53.21.33.00;005.34.04.44;53.21.5500;005.34.0740;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.5679;53.35916667
WAARDGRONDEN;VW-WG   -0116;WG-P;3609;01.07.2016;167542,9808;597409,0109;SK32 630;4;53.21.46.50;005.34.32.22;53.21.7750;005.34.5370;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.57561667;53.36291667
WAARDGRONDEN;VW-WG   -0117;WG-Q;3609;01.07.2016;168063,1156;597503,1487;SK32 630;4;53.21.49.50;005.35.00.36;53.21.8250;005.35.0060;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.58343333;53.36375
WAARDGRONDEN;VW-WG   -0118;WG-R;3609;01.07.2016;168711,2955;597588,6189;SK32 630;4;53.21.52.21;005.35.35.42;53.21.8701;005.35.5904;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.59317222;53.36450278
WAARDGRONDEN;VW-WG   -0119;WG-S;3609;01.07.2016;168996,5438;598162,4345;SK32 630;4;53.22.10.74;005.35.50.94;53.22.1790;005.35.8490;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.59748333;53.36965
WAARDGRONDEN;VW-WG   -0120;WG-T;3609;01.07.2016;169066,8388;598780,3357;SK32 630;4;53.22.30.72;005.35.54.84;53.22.5120;005.35.9140;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.59856667;53.3752
WAARDGRONDEN;VW-WG   -0121;WG-U;3609;13.07.2016;169729,3621;599405,5906;SK32 630;4;53.22.50.88;005.36.30.78;53.22.8480;005.36.5130;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.60855;53.3808
WACHTPLAATS TERNEUZEN;VW-WPT  -0101;F 20;5076;01.01.2005;0,0000;0,0000;SKV12 1200;4;51.20.58.86;003.49.31.32;51.20.9810;003.49.5220;5;spar;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.82536667;51.34968333
WACHTPLAATS TERNEUZEN;VW-WPT  -0102;F 20A;5027;01.01.2005;0,0000;0,0000;SK12 1200;4;51.20.57.94;003.50.00.08;51.20.9657;003.50.0013;5;spar;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.83335556;51.34942778
WOLDERWIJD RECREATIE (RANDMEREN);VW-WWRR -0133;WWR 30;1551;01.01.2005;167845,6572;484591,3084;REC;4;52.20.56.69;005.34.32.65;52.20.9449;005.34.5441;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.57573611;52.34908056
WOLDERWIJD RECREATIE (RANDMEREN);VW-WWRR -0148;JHW 1;1002;01.01.2005;0,0000;0,0000;SK31 630;4;52.19.45.58;005.33.40.23;52.19.7596;005.33.6705;5;spar;4;Groen;#;Niet toegewezen;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.561175;52.32932778
WOLDERWIJD RECREATIE (RANDMEREN);VW-WWRR -0149;JHW 3;1002;01.01.2005;166696,1271;482460,8853;SK31 630;4;52.19.47.86;005.33.31.64;52.19.7976;005.33.5274;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.55878889;52.32996111
WOLDERWIJD RECREATIE (RANDMEREN);VW-WWRR -0150;JHW 4;1102;01.01.2005;166829,5844;482333,2494;SK32 630;4;52.19.43.72;005.33.38.68;52.19.7286;005.33.6446;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.56074444;52.32881111
WOLDERWIJD RECREATIE (RANDMEREN);VW-WWRR -0151;JHW 5;1002;01.01.2005;166500,4098;482544,0590;SK31 630;4;52.19.50.56;005.33.21.32;52.19.8427;005.33.3553;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.55592222;52.33071111
VEERSE MEER;VW-VM   -0445;48;1562;01.01.2005;44208,1194;396476,5997;REC;4;51.32.46.78;003.47.23.66;51.32.7796;003.47.3943;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.78990556;51.54632778
VEERSE MEER;VW-VM   -0446;50;1562;01.01.2005;44017,1959;396592,8185;REC;4;51.32.50.40;003.47.13.62;51.32.8400;003.47.2270;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.78711667;51.54733333
VEERSE MEER;VW-VM   -0447;52;1562;01.01.2005;0,0000;0,0000;REC;4;51.32.50.04;003.47.05.22;51.32.8340;003.47.0870;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.78478333;51.54723333
VEERSE MEER;VW-VM   -0448;54;1562;01.01.2005;0,0000;0,0000;REC;4;51.32.59.34;003.46.49.56;51.32.9890;003.46.8260;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.78043333;51.54981667
VEERSE MEER;VW-VM   -0449;56;1562;01.01.2005;43294,9933;397037,1898;REC;4;51.33.04.26;003.46.35.64;51.33.0710;003.46.5940;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.77656667;51.55118333
VEERSE MEER;VW-VM   -0450;58;1562;01.01.2005;0,0000;0,0000;REC;4;51.33.07.08;003.46.21.54;51.33.1180;003.46.3590;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.77265;51.55196667
VEERSE MEER;VW-VM   -0451;60;1562;01.01.2005;42735,0110;397231,3723;REC;4;51.33.10.14;003.46.06.36;51.33.1690;003.46.1060;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.76843333;51.55281667
VEERSE MEER;VW-VM   -0452;62;1562;01.01.2005;42593,8876;397228,9459;REC;4;51.33.09.96;003.45.59.04;51.33.1660;003.45.9840;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.7664;51.55276667
VEERSE MEER;VW-VM   -0453;64;1562;01.01.2005;0,0000;0,0000;REC;4;51.33.07.50;003.45.45.18;51.33.1250;003.45.7530;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.76255;51.55208333
VEERSE MEER;VW-VM   -0454;66;1562;01.01.2005;0,0000;0,0000;REC;4;51.33.05.40;003.45.31.50;51.33.0900;003.45.5250;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.75875;51.5515
